biden_approval,vote2016,vote2020,gss_trust,gss_bible,gss_spanking,social_none,social_fb,social_twitter,social_instagram,social_tiktok,social_pinterest,gender,race,education,income,urban_rural,state,age,region,voted2016,voted2020,race_white,college,noncollege_white,weight
Disapprove,Donald Trump,Donald Trump,Can trust,Word of God,Somewhat disagree,False,True,False,False,True,True,Male,White or Caucasian,"Some college, no degree","Between $50,000 and $74,999",Suburban,Florida,25-44,Southeast,True,True,True,True,False,0.9672363305381044
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,False,False,False,False,True,Female,White or Caucasian,Graduated from high school,"Under $15,000",Urban,New York,25-44,Northeast,False,True,True,False,True,0.15781244311091072
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Somewhat agree,False,True,False,False,False,False,Male,Black or African American,"Some college, no degree","Under $15,000",Suburban,Georgia,45-64,Southeast,True,True,False,True,False,0.24420821223177083
Neither approve nor disapprove,Did not vote,Joe Biden,Can trust,Book of fables,Disagree,False,True,False,True,False,False,Female,White or Caucasian,Completed graduate school,"Between $75,000 and $99,999",Suburban,California,25-44,Pacific,False,True,True,True,False,0.0691100655640874
Strongly approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,True,True,True,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,Michigan,25-44,Midwest,True,True,True,True,False,0.0436921984981263
Neither approve nor disapprove,Did not vote,Did not vote,Don’t know,I don’t know,Don't know,False,False,True,True,False,False,Male,Black or African American,"Some college, no degree","Under $15,000",Urban,Florida,25-44,Southeast,False,False,False,True,False,0.5426077124148155
Strongly approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,False,False,False,False,Female,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Suburban,Florida,45-64,Southeast,True,True,True,False,True,0.5038622128575044
Somewhat approve,Hillary Clinton,Joe Biden,Don’t know,Book of fables,Somewhat disagree,False,True,False,False,False,False,Male,White or Caucasian,Completed graduate school,"Between $50,000 and $74,999",Urban,Georgia,25-44,Southeast,True,True,True,True,False,0.05907298713041631
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,True,False,False,True,Female,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,Massachusetts,25-44,Northeast,True,True,True,True,False,0.051603417368920344
Neither approve nor disapprove,Did not vote,Did not vote,Can't be too careful,Inspired word,Don't know,False,False,False,False,False,True,Male,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Suburban,New Jersey,25-44,Northeast,False,False,True,True,False,0.5992034354768285
Approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Somewhat agree,True,False,False,False,False,False,Male,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Suburban,Illinois,25-44,Midwest,False,False,True,True,False,0.1809488944472439
Neither approve nor disapprove,Donald Trump,Donald Trump,Can't be too careful,Book of fables,Somewhat agree,False,False,True,False,False,False,Male,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Suburban,Michigan,25-44,Midwest,True,True,True,False,True,0.4563790058477791
Somewhat disapprove,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,False,True,True,False,True,False,Male,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Rural,Arizona,25-44,Southwest,True,True,True,False,True,0.5586026149666488
Strongly approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,True,True,False,True,Female,White or Caucasian,Graduated from college,"Under $15,000",Urban,Nevada,25-44,Southwest,False,True,True,True,False,0.03424366789778288
Disapprove,Did not vote,Did not vote,Can't be too careful,Inspired word,Disagree,False,False,True,True,False,False,Female,Hispanic or Latino,"Some college, no degree","Between $50,000 and $74,999",Suburban,California,45-64,Pacific,False,False,False,True,False,4.341797723275717
Strongly approve,Other,Joe Biden,Can't be too careful,I don’t know,Disagree,True,False,False,False,False,False,Male,Black or African American,Less than high school,"Between $15,000 and $49,999",Urban,Michigan,18-24,Midwest,True,True,False,False,False,4.92047863501888
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Inspired word,Somewhat disagree,False,True,True,True,False,False,Female,Asian or Asian American,"Some college, no degree","Between $15,000 and $49,999",Suburban,Illinois,18-24,Midwest,False,True,False,True,False,0.3390397209726707
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Agree,False,False,True,True,False,False,Male,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Suburban,Florida,18-24,Southeast,True,True,True,False,True,0.7755956592946938
Strongly disapprove,Did not vote,Did not vote,Don’t know,Book of fables,Agree,False,True,True,True,True,False,Female,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Rural,Indiana,18-24,Midwest,False,False,True,False,True,1.0929332282043103
Strongly approve,Hillary Clinton,Joe Biden,Can trust,Inspired word,Agree,False,True,True,False,True,False,Male,Asian or Asian American,"Some college, no degree","Under $15,000",Suburban,Florida,18-24,Southeast,True,True,False,True,False,0.09485596338595584
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Don't know,False,True,False,True,False,False,Male,White or Caucasian,Graduated from college,"Under $15,000",Suburban,Idaho,18-24,Mountains,True,True,True,True,False,0.11069455076429129
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,False,False,False,Female,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Rural,California,45-64,Pacific,True,True,True,True,False,0.08769243393549456
Approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Somewhat disagree,False,True,False,False,False,False,Female,White or Caucasian,Graduated from high school,"Under $15,000",Urban,Ohio,25-44,Midwest,False,False,True,False,True,0.5088628131274974
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,True,False,True,False,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,Texas,25-44,South,True,True,True,True,False,0.03098765004850315
Strongly disapprove,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,False,True,True,True,True,Female,White or Caucasian,"Some college, no degree","Under $15,000",Suburban,Virginia,18-24,South,False,True,True,True,False,0.02523814847284813
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Inspired word,Somewhat disagree,False,False,True,False,False,False,Male,Asian or Asian American,"Some college, no degree","Under $15,000",Suburban,North Carolina,25-44,Southeast,False,True,False,True,False,0.10421773506374538
Approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,False,True,False,True,False,True,Female,Black or African American,"Some college, no degree","Under $15,000",Urban,Georgia,25-44,Southeast,False,True,False,True,False,0.2283684485949376
Somewhat disapprove,Did not vote,Joe Biden,Can't be too careful,I don’t know,Don't know,False,False,True,False,False,False,Male,Black or African American,Graduated from high school,"Under $15,000",Suburban,Kentucky,18-24,South,False,True,False,False,False,0.7328197085571054
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Don't know,False,True,False,True,False,True,Male,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Rural,Kentucky,65+,South,True,True,True,False,True,2.004987578225821
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Somewhat disagree,False,True,False,True,True,True,Female,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Suburban,Massachusetts,45-64,Northeast,True,True,True,True,False,1.0787726233946837
Strongly approve,Donald Trump,Joe Biden,Can trust,Inspired word,Somewhat agree,False,True,False,True,False,False,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Rural,Pennsylvania,18-24,Midwest,True,True,True,True,False,0.07669619230693461
Approve,Did not vote,Did not vote,Can't be too careful,Inspired word,Somewhat disagree,False,True,True,True,True,False,Male,Black or African American,Completed graduate school,"Under $15,000",Suburban,New Jersey,25-44,Northeast,False,False,False,True,False,0.1843625716545596
Somewhat disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Somewhat agree,False,True,False,True,False,True,Female,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Suburban,New Mexico,45-64,Southwest,True,True,True,False,True,4.878034791320199
Somewhat approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,False,False,False,False,Male,Hispanic or Latino,"Some college, no degree","Between $50,000 and $74,999",Suburban,California,25-44,Pacific,True,True,False,True,False,0.45987818845097056
Approve,Hillary Clinton,Joe Biden,Can trust,Inspired word,Don't know,False,True,False,True,True,False,Male,Asian or Asian American,Graduated from college,"Between $100,000 and $150,000",Suburban,California,25-44,Pacific,True,True,False,True,False,0.5517594251687971
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Disagree,False,True,False,True,False,False,Female,Asian or Asian American,Less than high school,"Between $100,000 and $150,000",Suburban,California,18-24,Pacific,False,False,False,False,False,4.086436362958055
Somewhat approve,Other,Other,Can't be too careful,Word of God,Disagree,False,True,False,False,False,False,Female,White or Caucasian,"Some college, no degree","Between $50,000 and $74,999",Suburban,Alabama,65+,South,True,True,True,True,False,1.3325354720950542
Approve,Hillary Clinton,Joe Biden,Can trust,Inspired word,Disagree,False,True,True,False,False,False,Female,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Urban,Illinois,45-64,Midwest,True,True,True,False,True,2.6379232308902543
Approve,Did not vote,Joe Biden,Can trust,Inspired word,Somewhat agree,False,True,True,True,True,True,Male,Black or African American,Graduated from college,"Between $50,000 and $74,999",Suburban,Florida,25-44,Southeast,False,True,False,True,False,0.6376500408965565
Strongly approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Somewhat agree,False,True,True,True,False,True,Female,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,Florida,65+,Southeast,True,True,True,True,False,0.8378199354449158
Somewhat approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,False,False,True,False,False,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Urban,Wisconsin,25-44,Midwest,True,True,True,True,False,0.055223953697828294
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,True,False,False,Male,White or Caucasian,Completed graduate school,"Over $150,000",Urban,New York,25-44,Northeast,False,True,True,True,False,0.3755943350732309
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,False,False,False,Female,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Suburban,Washington,45-64,Pacific,True,True,True,False,True,0.5467635507627858
Disapprove,Did not vote,Did not vote,Can't be too careful,Book of fables,Disagree,False,True,True,False,False,False,Male,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Rural,Pennsylvania,25-44,Midwest,False,False,True,True,False,0.09672945735575174
Somewhat approve,Other,Other,Can't be too careful,Book of fables,Disagree,False,False,True,False,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,New Jersey,25-44,Northeast,True,True,True,True,False,0.009212853480938138
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Somewhat disagree,False,True,True,True,False,False,Female,White or Caucasian,Completed graduate school,"Between $15,000 and $49,999",Urban,Ohio,25-44,Midwest,True,True,True,True,False,0.18079622560178144
Somewhat approve,Hillary Clinton,Did not vote,Can't be too careful,Book of fables,Don't know,False,False,True,True,False,False,Male,Asian or Asian American,Graduated from college,"Between $15,000 and $49,999",Urban,California,25-44,Pacific,True,False,False,True,False,0.026845952965721055
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Somewhat agree,False,False,False,True,False,False,Male,Hispanic or Latino,"Some college, no degree","Under $15,000",Urban,Georgia,18-24,Southeast,False,True,False,True,False,0.12019650076130398
Approve,Did not vote,Did not vote,Don’t know,Book of fables,Disagree,False,True,False,False,True,False,Male,White or Caucasian,Graduated from college,"Under $15,000",Suburban,Arkansas,25-44,South,False,False,True,True,False,0.0171833975655826
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Inspired word,Disagree,False,True,False,False,False,False,Male,White or Caucasian,Graduated from college,"Under $15,000",Suburban,California,45-64,Pacific,False,False,True,True,False,0.10793729469978428
